Price,ID,Eye Colour,Fur,Pattern,Eye Shape,Accent Color,Highlight Color,Mouth,Base Color,Wild Element,Likes,Cooldown,gen
0.005,339532,strawberry,ragdoll,amur,googly,kittencream,coffee,saycheese,greymatter,,1,Brisk Cooldown ,5
0.005,397038,bubblegum,ragamuffin,spock,crazy,granitegrey,scarlet,happygokitty,greymatter,,0,Brisk Cooldown ,11
0.005,338160,strawberry,sphynx,luckystripe,raisedbrow,kittencream,barkbrown,soserious,orangesoda,,0,Slow Cooldown ,19
0.005,219284,topaz,ragamuffin,spock,googly,kittencream,royalpurple,gerbil,cottoncandy,,1,Slow Cooldown ,4
0.005,394790,gold,cymric,amur,crazy,emeraldgreen,lemonade,happygokitty,orangesoda,,1,Brisk Cooldown ,8
0.005,434022,mintgreen,sphynx,totesbasic,crazy,granitegrey,skyblue,saycheese,shadowgrey,,1,Snappy Cooldown ,6
0.005,106887,mintgreen,himalayan,spock,crazy,granitegrey,lemonade,pouty,shadowgrey,,1,Plodding Cooldown ,12
0.005,422654,gold,ragdoll,luckystripe,raisedbrow,sandalwood,chocolate,whixtensions,aquamarine,,0,Swift Cooldown ,4
0.005,151399,topaz,himalayan,totesbasic,crazy,kittencream,lemonade,saycheese,greymatter,,0,Brisk Cooldown ,12
0.005,452348,chestnut,ragdoll,totesbasic,raisedbrow,granitegrey,skyblue,beard,shadowgrey,,0,Brisk Cooldown ,8
0.005,490534,sizzurp,ragdoll,totesbasic,stunned,emeraldgreen,lemonade,whixtensions,shadowgrey,,0,Plodding Cooldown ,6
0.005,1324354,cyan,himalayan,henna,swarley,atlantis,universe,pouty,nachocheez,,0,Brisk Cooldown ,10
0.005,381611,limegreen,ragamuffin,totesbasic,googly,emeraldgreen,swampgreen,whixtensions,salmon,,0,Brisk Cooldown ,10
0.005,375230,chestnut,ragdoll,totesbasic,googly,daffodil,chocolate,beard,mauveover,,1,Snappy Cooldown ,6
0.005,249711,topaz,sphynx,luckystripe,thicccbrowz,peach,wolfgrey,whixtensions,greymatter,,0,Sluggish Cooldown ,13
0.005,116410,strawberry,cymric,spock,crazy,kittencream,coffee,saycheese,mauveover,,1,Brisk Cooldown ,10
0.005,858024,mintgreen,birman,rascal,sweetmeloncakes,purplehaze,poisonberry,yokel,harbourfog,,0,Brisk Cooldown ,9
0.005,514386,sapphire,munchkin,spangled,chronic,purplehaze,coffee,wuvme,cottoncandy,,2,Snappy Cooldown ,3
0.005,268260,gold,munchkin,totesbasic,raisedbrow,kittencream,swampgreen,happygokitty,salmon,,1,Brisk Cooldown ,13
0.005,257368,topaz,cymric,totesbasic,simple,bloodred,lemonade,happygokitty,mauveover,,0,Brisk Cooldown ,9
0.005,380266,gold,ragamuffin,totesbasic,googly,granitegrey,scarlet,soserious,oldlace,,0,Plodding Cooldown ,15
0.005,1333486,strawberry,himalayan,amur,serpent,granitegrey,padparadscha,pouty,cottoncandy,,0,Swift Cooldown ,4
0.005,490130,strawberry,munchkin,totesbasic,googly,kittencream,swampgreen,gerbil,shadowgrey,,0,Snappy Cooldown ,9
0.005,326658,sizzurp,persian,luckystripe,googly,granitegrey,royalpurple,pouty,cottoncandy,,1,Plodding Cooldown ,7
0.005,1343237,limegreen,selkirk,amur,slyboots,cashewmilk,springcrocus,happygokitty,orangesoda,daemonhorns,0,Snappy Cooldown ,7
0.005,374491,gold,cymric,totesbasic,googly,granitegrey,chocolate,whixtensions,oldlace,,0,Brisk Cooldown ,11
0.005,165651,topaz,cymric,totesbasic,thicccbrowz,granitegrey,swampgreen,whixtensions,salmon,,0,Plodding Cooldown ,14
0.005,423017,mintgreen,cymric,spock,crazy,granitegrey,swampgreen,pouty,orangesoda,,1,Brisk Cooldown ,12
0.005,229366,topaz,himalayan,totesbasic,crazy,kittencream,swampgreen,pouty,greymatter,,1,Sluggish Cooldown ,19
0.005,109797,topaz,laperm,totesbasic,thicccbrowz,granitegrey,barkbrown,tongue,aquamarine,,0,Snappy Cooldown ,8
0.005,277918,sizzurp,chartreux,totesbasic,raisedbrow,emeraldgreen,skyblue,whixtensions,orangesoda,,0,Plodding Cooldown ,13
0.005,360747,topaz,himalayan,spock,thicccbrowz,kittencream,swampgreen,happygokitty,orangesoda,,0,Brisk Cooldown ,12
0.005,616991,limegreen,himalayan,totesbasic,wonky,kittencream,swampgreen,gerbil,mauveover,,0,Slow Cooldown ,19
0.005,423303,mintgreen,munchkin,spock,googly,bloodred,swampgreen,gerbil,greymatter,,0,Snappy Cooldown ,7
0.005,1203403,cyan,ragdoll,tiger,asif,purplehaze,barkbrown,happygokitty,mauveover,,0,Snappy Cooldown ,8
0.005,511059,chestnut,selkirk,spangled,raisedbrow,azaleablush,lemonade,pouty,shadowgrey,,1,Slow Cooldown ,20
0.005,1335683,cyan,chartreux,arcreactor,crazy,frosting,lilac,soserious,nachocheez,,0,Snappy Cooldown ,7
0.005,411256,sizzurp,laperm,amur,googly,granitegrey,royalpurple,pouty,cottoncandy,,1,Snappy Cooldown ,7
0.005,340493,topaz,himalayan,totesbasic,crazy,kittencream,swampgreen,gerbil,mauveover,,0,Snappy Cooldown ,7
0.005,521304,sizzurp,chartreux,amur,simple,icy,swampgreen,pouty,cottoncandy,,1,Brisk Cooldown ,10
0.005,419851,chestnut,sphynx,totesbasic,crazy,granitegrey,lemonade,saycheese,aquamarine,,1,Swift Cooldown ,3
0.005,460181,mintgreen,ragamuffin,amur,raisedbrow,granitegrey,barkbrown,saycheese,salmon,,1,Sluggish Cooldown ,23
0.005,109792,sizzurp,cymric,totesbasic,thicccbrowz,kittencream,coffee,pouty,shadowgrey,,1,Snappy Cooldown ,8
0.005,1388229,doridnudibranch,mainecoon,highsociety,wiley,emeraldgreen,poisonberry,rollercoaster,nachocheez,flapflap,0,Plodding Cooldown ,13
0.005,349560,gold,sphynx,totesbasic,raisedbrow,emeraldgreen,barkbrown,gerbil,aquamarine,,0,Snappy Cooldown ,8
0.005,610361,sapphire,cymric,calicool,thicccbrowz,sandalwood,swampgreen,happygokitty,greymatter,,1,Sluggish Cooldown ,10
0.005,397990,gold,himalayan,totesbasic,googly,granitegrey,wolfgrey,gerbil,oldlace,,4,Brisk Cooldown ,11
0.005,1327456,mintgreen,sphynx,tigerpunk,wingtips,icy,royalpurple,saycheese,orangesoda,,0,Brisk Cooldown ,12
0.005,143863,chestnut,ragamuffin,totesbasic,raisedbrow,granitegrey,swampgreen,pouty,mauveover,,0,Sluggish Cooldown ,21
0.005,152521,sizzurp,himalayan,tigerpunk,crazy,kittencream,swampgreen,pouty,shadowgrey,,1,Snappy Cooldown ,4
0.005,408382,chestnut,munchkin,luckystripe,raisedbrow,kittencream,chocolate,happygokitty,shadowgrey,,0,Slow Cooldown ,20
0.005,486223,topaz,ragdoll,luckystripe,raisedbrow,seafoam,wolfgrey,saycheese,hintomint,,0,Plodding Cooldown ,15
0.005,366027,strawberry,ragamuffin,spock,crazy,kittencream,skyblue,whixtensions,mauveover,,0,Plodding Cooldown ,10
0.005,427655,topaz,sphynx,luckystripe,crazy,bloodred,royalpurple,pouty,mauveover,,0,Swift Cooldown ,5
0.005,310462,strawberry,ragamuffin,spock,crazy,kittencream,swampgreen,happygokitty,aquamarine,,0,Snappy Cooldown ,8
0.005,652508,mintgreen,himalayan,totesbasic,crazy,peach,swampgreen,gerbil,greymatter,,1,Snappy Cooldown ,9
0.005,336370,gold,persian,luckystripe,googly,kittencream,barkbrown,saycheese,greymatter,,0,Snappy Cooldown ,7
0.005,1345930,chestnut,selkirk,arcreactor,asif,sully,lemonade,confuzzled,cinderella,,0,Slow Cooldown ,18
0.005,358720,strawberry,himalayan,luckystripe,simple,kittencream,barkbrown,saycheese,aquamarine,,0,Slow Cooldown ,18
0.005,298271,sizzurp,himalayan,spock,simple,granitegrey,chocolate,pouty,greymatter,,1,Brisk Cooldown ,10
0.005,164763,topaz,ragamuffin,totesbasic,raisedbrow,granitegrey,chocolate,soserious,orangesoda,,1,Plodding Cooldown ,7
0.005,170612,limegreen,laperm,spock,thicccbrowz,granitegrey,lemonade,tongue,aquamarine,,0,Plodding Cooldown ,15
0.005,146293,sizzurp,ragamuffin,totesbasic,thicccbrowz,kittencream,swampgreen,pouty,mauveover,,1,Brisk Cooldown ,11
0.005,287302,sizzurp,cymric,totesbasic,googly,bloodred,chocolate,pouty,cottoncandy,,1,Brisk Cooldown ,6
0.005,1349439,thundergrey,selkirk,rascal,wonky,sully,lemonade,fangtastic,koala,,0,Brisk Cooldown ,12
0.005,208987,mintgreen,cymric,totesbasic,thicccbrowz,granitegrey,barkbrown,happygokitty,greymatter,,1,Snappy Cooldown ,6
0.005,1345029,strawberry,selkirk,arcreactor,crazy,sully,swampgreen,beard,cinderella,,0,Brisk Cooldown ,10
0.005,1341551,limegreen,himalayan,totesbasic,wonky,emeraldgreen,coffee,pouty,koala,daemonhorns,0,Snappy Cooldown ,7
0.005,389398,topaz,ragdoll,amur,crazy,sandalwood,lemonade,saycheese,mauveover,,1,Snappy Cooldown ,4
0.005,347091,strawberry,munchkin,totesbasic,crazy,kittencream,chocolate,tongue,greymatter,,0,Sluggish Cooldown ,23
0.005,1348370,chestnut,selkirk,amur,googly,purplehaze,coffee,pouty,koala,,0,Swift Cooldown ,5
0.005,181291,gold,chartreux,totesbasic,googly,kittencream,swampgreen,soserious,mauveover,,1,Sluggish Cooldown ,4
0.005,296505,strawberry,himalayan,totesbasic,googly,granitegrey,coffee,whixtensions,greymatter,,0,Snappy Cooldown ,6
0.005,233611,sizzurp,cymric,totesbasic,crazy,emeraldgreen,coffee,gerbil,cottoncandy,,0,Plodding Cooldown ,7
0.005,277557,bubblegum,himalayan,luckystripe,raisedbrow,kittencream,coffee,happygokitty,aquamarine,,0,Brisk Cooldown ,13
0.005,411241,gold,himalayan,amur,thicccbrowz,granitegrey,chocolate,saycheese,aquamarine,,1,Plodding Cooldown ,16
0.005,322087,gold,cymric,luckystripe,crazy,emeraldgreen,barkbrown,pouty,shadowgrey,,0,Brisk Cooldown ,11
0.005,1235514,mintgreen,koladiviya,totesbasic,thicccbrowz,buttercup,coffee,gerbil,tundra,,0,Sluggish Cooldown ,4
0.005,535378,gold,chartreux,totesbasic,crazy,granitegrey,scarlet,soserious,oldlace,,2,Brisk Cooldown ,11
0.005,167459,mintgreen,sphynx,luckystripe,thicccbrowz,granitegrey,barkbrown,whixtensions,salmon,,0,Brisk Cooldown ,4
0.005,320483,bubblegum,laperm,totesbasic,googly,belleblue,chocolate,pouty,orangesoda,,0,Plodding Cooldown ,8
0.005,477171,limegreen,ragamuffin,spock,crazy,granitegrey,royalpurple,beard,mauveover,,2,Plodding Cooldown ,14
0.005,431039,mintgreen,munchkin,calicool,googly,peach,scarlet,gerbil,mauveover,,0,Swift Cooldown ,4
0.005,284704,bubblegum,laperm,luckystripe,raisedbrow,granitegrey,lemonade,pouty,salmon,,1,Brisk Cooldown ,10
0.005,289444,gold,himalayan,totesbasic,crazy,emeraldgreen,barkbrown,soserious,greymatter,,0,Plodding Cooldown ,13
0.005,197399,strawberry,cymric,spock,thicccbrowz,bloodred,barkbrown,saycheese,orangesoda,,0,Plodding Cooldown ,14
0.005,78440,sizzurp,sphynx,totesbasic,simple,kittencream,swampgreen,tongue,aquamarine,,1,Brisk Cooldown ,9
0.005,145563,sizzurp,himalayan,luckystripe,crazy,granitegrey,cerulian,happygokitty,salmon,,0,Plodding Cooldown ,15
0.005,370675,mintgreen,himalayan,totesbasic,googly,kittencream,swampgreen,happygokitty,oldlace,,0,Plodding Cooldown ,16
0.005,233897,mintgreen,sphynx,totesbasic,crazy,kittencream,lemonade,happygokitty,aquamarine,,0,Brisk Cooldown ,9
0.005,273901,gold,sphynx,luckystripe,crazy,emeraldgreen,chocolate,happygokitty,salmon,,0,Slow Cooldown ,4
0.005,1343288,dahlia,ragdoll,rascal,thicccbrowz,purplehaze,apricot,grim,dragonfruit,,0,Brisk Cooldown ,11
0.005,193600,mintgreen,ragamuffin,totesbasic,thicccbrowz,emeraldgreen,coffee,saycheese,greymatter,,0,Brisk Cooldown ,11
0.005,172047,topaz,sphynx,totesbasic,simple,emeraldgreen,royalpurple,saycheese,shadowgrey,,0,Brisk Cooldown ,4
0.005,396777,chestnut,ragdoll,totesbasic,thicccbrowz,peach,swampgreen,saycheese,salmon,,1,Sluggish Cooldown ,22
0.005,250196,sizzurp,himalayan,totesbasic,thicccbrowz,granitegrey,lemonade,saycheese,aquamarine,,2,Snappy Cooldown ,7
0.005,373212,strawberry,ragdoll,totesbasic,simple,sandalwood,chocolate,pouty,greymatter,,1,Snappy Cooldown ,7
0.005,375037,strawberry,munchkin,luckystripe,googly,kittencream,skyblue,pouty,shadowgrey,,1,Slow Cooldown ,4
0.005,115642,sizzurp,munchkin,luckystripe,crazy,bloodred,swampgreen,saycheese,greymatter,,0,Snappy Cooldown ,6
0.005,237649,limegreen,ragamuffin,luckystripe,crazy,granitegrey,coffee,whixtensions,greymatter,,0,Brisk Cooldown ,11
0.005,376726,strawberry,sphynx,luckystripe,simple,emeraldgreen,barkbrown,saycheese,aquamarine,,3,Plodding Cooldown ,14
0.005,192850,sizzurp,munchkin,luckystripe,raisedbrow,granitegrey,barkbrown,pouty,orangesoda,,0,Brisk Cooldown ,11
0.005,542366,strawberry,ragdoll,tiger,slyboots,purplehaze,chocolate,pouty,oldlace,,0,Snappy Cooldown ,6
0.005,241815,limegreen,ragamuffin,spock,crazy,granitegrey,royalpurple,saycheese,shadowgrey,,0,Brisk Cooldown ,9
0.005,203363,chestnut,sphynx,luckystripe,thicccbrowz,granitegrey,coffee,beard,cottoncandy,,2,Brisk Cooldown ,5
0.005,120024,sizzurp,laperm,totesbasic,raisedbrow,kittencream,swampgreen,saycheese,greymatter,,0,Snappy Cooldown ,6
0.005,101523,mintgreen,himalayan,totesbasic,thicccbrowz,granitegrey,swampgreen,dali,greymatter,,0,Plodding Cooldown ,15
0.005,515637,bubblegum,sphynx,ganado,thicccbrowz,kittencream,coffee,soserious,orangesoda,,1,Snappy Cooldown ,7
0.005,306703,mintgreen,himalayan,luckystripe,raisedbrow,kittencream,barkbrown,soserious,mauveover,,0,Snappy Cooldown ,8
0.005,288925,topaz,munchkin,totesbasic,thicccbrowz,kittencream,swampgreen,dali,salmon,,1,Plodding Cooldown ,15
0.005,558007,strawberry,sphynx,amur,slyboots,daffodil,coffee,gerbil,orangesoda,,0,Snappy Cooldown ,6
0.005,320744,sizzurp,munchkin,totesbasic,crazy,emeraldgreen,lemonade,gerbil,mauveover,,0,Snappy Cooldown ,6
0.005,98722,limegreen,himalayan,totesbasic,thicccbrowz,kittencream,chocolate,dali,salmon,,1,Catatonic Cooldown ,20
0.005,1331147,chestnut,birman,amur,wonky,kittencream,swampgreen,pouty,greymatter,,0,Snappy Cooldown ,8
0.005,1345404,olive,selkirk,arcreactor,asif,sully,poisonberry,saycheese,greymatter,,0,Snappy Cooldown ,9
0.005,353916,gold,cymric,luckystripe,googly,granitegrey,scarlet,beard,cloudwhite,,1,Slow Cooldown ,14
0.005,820221,sizzurp,sphynx,highsociety,chronic,frosting,barkbrown,grim,bananacream,,0,Swift Cooldown ,5
0.005,312260,sizzurp,ragdoll,totesbasic,googly,emeraldgreen,lemonade,gerbil,orangesoda,,0,Snappy Cooldown ,6
0.005,570416,strawberry,ragdoll,amur,slyboots,bloodred,apricot,happygokitty,shadowgrey,,0,Snappy Cooldown ,8
0.005,615214,sapphire,birman,spock,baddate,granitegrey,swampgreen,beard,harbourfog,,1,Slow Cooldown ,16
0.005,127695,sizzurp,ragamuffin,totesbasic,simple,granitegrey,scarlet,soserious,orangesoda,,0,Brisk Cooldown ,11
0.005,337615,mintgreen,ragdoll,totesbasic,thicccbrowz,granitegrey,barkbrown,saycheese,greymatter,,0,Slow Cooldown ,18
0.005,72390,mintgreen,ragamuffin,totesbasic,crazy,emeraldgreen,barkbrown,happygokitty,shadowgrey,,1,Slow Cooldown ,18
0.005,173445,sizzurp,sphynx,totesbasic,thicccbrowz,granitegrey,chocolate,saycheese,mauveover,,0,Plodding Cooldown ,6
0.005,596624,chestnut,ragdoll,calicool,simple,kittencream,scarlet,whixtensions,cloudwhite,,0,Snappy Cooldown ,9
0.005,189460,gold,cymric,totesbasic,thicccbrowz,peach,scarlet,pouty,mauveover,,0,Brisk Cooldown ,5
0.005,233778,mintgreen,laperm,totesbasic,raisedbrow,bloodred,royalpurple,saycheese,salmon,,0,Plodding Cooldown ,14
0.005,457985,gold,himalayan,jaguar,googly,emeraldgreen,cerulian,pouty,salmon,,1,Plodding Cooldown ,14
0.005,528447,strawberry,sphynx,luckystripe,baddate,purplehaze,lemonade,pouty,greymatter,,0,Brisk Cooldown ,9
0.005,69649,strawberry,sphynx,totesbasic,simple,granitegrey,swampgreen,tongue,greymatter,,1,Sluggish Cooldown ,18
0.005,232778,sizzurp,ragamuffin,totesbasic,crazy,emeraldgreen,chocolate,pouty,mauveover,,0,Snappy Cooldown ,6
0.005,1303570,chestnut,munchkin,spock,simple,kittencream,egyptiankohl,pouty,hotcocoa,,0,Brisk Cooldown ,7
0.005,201133,topaz,munchkin,spock,crazy,kittencream,lemonade,saycheese,shadowgrey,,1,Plodding Cooldown ,6
0.005,397475,gold,munchkin,totesbasic,crazy,belleblue,barkbrown,saycheese,greymatter,,3,Brisk Cooldown ,12
0.005,263987,mintgreen,himalayan,totesbasic,thicccbrowz,kittencream,wolfgrey,saycheese,oldlace,,0,Plodding Cooldown ,14
0.005,398205,topaz,munchkin,amur,simple,sandalwood,swampgreen,gerbil,greymatter,,0,Snappy Cooldown ,6
0.005,492526,sizzurp,ragdoll,amur,raisedbrow,kittencream,wolfgrey,gerbil,cottoncandy,,1,Snappy Cooldown ,7
0.005,361127,topaz,himalayan,totesbasic,crazy,emeraldgreen,scarlet,pouty,orangesoda,,1,Plodding Cooldown ,17
0.005,374946,limegreen,cymric,luckystripe,raisedbrow,granitegrey,chocolate,beard,shadowgrey,,1,Brisk Cooldown ,12
0.005,107454,sizzurp,himalayan,spock,crazy,granitegrey,coffee,happygokitty,aquamarine,,0,Slow Cooldown ,11
0.005,392254,gold,himalayan,totesbasic,crazy,bloodred,scarlet,saycheese,cloudwhite,,0,Sluggish Cooldown ,10
0.005,235076,chestnut,munchkin,luckystripe,crazy,bloodred,chocolate,tongue,salmon,,0,Plodding Cooldown ,14
0.005,370375,sizzurp,ragdoll,totesbasic,googly,belleblue,chocolate,gerbil,salmon,,0,Plodding Cooldown ,4
0.005,340893,topaz,cymric,luckystripe,simple,granitegrey,swampgreen,beard,aquamarine,,1,Plodding Cooldown ,11
0.005,460657,topaz,cymric,totesbasic,raisedbrow,kittencream,barkbrown,saycheese,aquamarine,,1,Snappy Cooldown ,6
0.005,375009,gold,himalayan,totesbasic,raisedbrow,kittencream,cerulian,beard,greymatter,,1,Brisk Cooldown ,13
0.005,506393,sizzurp,himalayan,jaguar,slyboots,kittencream,royalpurple,soserious,mauveover,,0,Brisk Cooldown ,9
0.005,297257,topaz,sphynx,spock,otaku,peach,royalpurple,tongue,orangesoda,,1,Slow Cooldown ,12
0.005,253504,chestnut,laperm,luckystripe,simple,granitegrey,lemonade,pouty,salmon,,1,Brisk Cooldown ,4
0.005,1403540,gold,munchkin,luckystripe,crazy,emeraldgreen,chocolate,saycheese,shadowgrey,,0,Plodding Cooldown ,14
0.005,265183,sizzurp,himalayan,luckystripe,thicccbrowz,bloodred,swampgreen,beard,orangesoda,,0,Snappy Cooldown ,9
0.005,213987,sizzurp,himalayan,totesbasic,googly,kittencream,chocolate,saycheese,shadowgrey,,0,Snappy Cooldown ,5
0.005,650402,limegreen,himalayan,totesbasic,thicccbrowz,granitegrey,safetyvest,gerbil,salmon,,1,Snappy Cooldown ,8
0.005,425178,gold,sphynx,totesbasic,crazy,sandalwood,swampgreen,saycheese,salmon,,0,Sluggish Cooldown ,4
0.005,428263,gold,himalayan,spock,crazy,emeraldgreen,scarlet,happygokitty,orangesoda,,1,Swift Cooldown ,4
0.005,361823,strawberry,laperm,luckystripe,simple,kittencream,chocolate,pouty,orangesoda,,0,Plodding Cooldown ,10
0.005,385135,strawberry,himalayan,spock,crazy,granitegrey,royalpurple,saycheese,shadowgrey,,1,Snappy Cooldown ,8
0.005,335272,strawberry,himalayan,totesbasic,thicccbrowz,granitegrey,swampgreen,happygokitty,shadowgrey,,1,Brisk Cooldown ,6
0.005,257262,strawberry,sphynx,spock,raisedbrow,kittencream,coffee,saycheese,shadowgrey,,0,Brisk Cooldown ,5
0.005,1300018,coralsunrise,savannah,henna,wiley,icy,lemonade,saycheese,bananacream,,0,Snappy Cooldown ,6
0.005,148733,mintgreen,munchkin,totesbasic,simple,granitegrey,chocolate,saycheese,salmon,,0,Plodding Cooldown ,8
0.005,417980,mintgreen,ragamuffin,luckystripe,googly,emeraldgreen,coffee,whixtensions,mauveover,,0,Plodding Cooldown ,14
0.005,355464,limegreen,ragamuffin,totesbasic,googly,bloodred,royalpurple,saycheese,oldlace,,0,Slow Cooldown ,11
0.005,92011,topaz,himalayan,totesbasic,raisedbrow,kittencream,chocolate,tongue,aquamarine,,0,Sluggish Cooldown ,20
0.005,155751,topaz,ragamuffin,totesbasic,crazy,bloodred,violet,pouty,greymatter,,0,Slow Cooldown ,5
0.005,392365,mintgreen,cymric,totesbasic,simple,peach,lemonade,saycheese,greymatter,,0,Slow Cooldown ,15
0.005,384995,mintgreen,munchkin,totesbasic,simple,kittencream,scarlet,whixtensions,cottoncandy,,2,Sluggish Cooldown ,8
0.005,381027,bubblegum,munchkin,luckystripe,simple,granitegrey,skyblue,pouty,orangesoda,,0,Brisk Cooldown ,11
0.005,387011,limegreen,sphynx,totesbasic,thicccbrowz,granitegrey,chocolate,beard,aquamarine,,0,Plodding Cooldown ,15
0.005,519069,sizzurp,ragdoll,amur,crazy,granitegrey,chocolate,happygokitty,aquamarine,,0,Snappy Cooldown ,7
0.005,1347547,thundergrey,himalayan,arcreactor,thicccbrowz,sully,springcrocus,pouty,koala,,0,Brisk Cooldown ,7
0.005,806541,thundergrey,selkirk,tiger,swarley,flamingo,coffee,grim,cottoncandy,,0,Brisk Cooldown ,11
0.005,419429,sizzurp,ragdoll,luckystripe,otaku,emeraldgreen,royalpurple,pouty,greymatter,,0,Brisk Cooldown ,11
0.005,367881,sizzurp,sphynx,luckystripe,thicccbrowz,granitegrey,cerulian,whixtensions,cottoncandy,,0,Brisk Cooldown ,10
0.005,562261,strawberry,ragamuffin,spangled,slyboots,morningglory,swampgreen,happygokitty,mauveover,,0,Snappy Cooldown ,9
0.005,263500,strawberry,munchkin,totesbasic,crazy,granitegrey,chocolate,happygokitty,mauveover,,0,Snappy Cooldown ,7
0.005,205488,mintgreen,laperm,luckystripe,raisedbrow,granitegrey,swampgreen,pouty,greymatter,,1,Brisk Cooldown ,9
0.005,310766,sizzurp,sphynx,tigerpunk,raisedbrow,kittencream,royalpurple,pouty,aquamarine,,1,Plodding Cooldown ,14
0.005,1335242,strawberry,selkirk,arcreactor,serpent,azaleablush,turtleback,happygokitty,koala,,0,Plodding Cooldown ,11
0.005,560214,coralsunrise,sphynx,amur,sass,bloodred,wolfgrey,soserious,orangesoda,,1,Slow Cooldown ,10
0.005,184996,strawberry,himalayan,tigerpunk,simple,kittencream,lemonade,soserious,mauveover,,0,Slow Cooldown ,17
0.005,306253,mintgreen,himalayan,totesbasic,otaku,granitegrey,violet,soserious,greymatter,,1,Brisk Cooldown ,11
0.005,264260,topaz,cymric,luckystripe,thicccbrowz,emeraldgreen,swampgreen,pouty,orangesoda,,1,Snappy Cooldown ,9
0.005,137444,strawberry,ragamuffin,totesbasic,crazy,kittencream,coffee,beard,greymatter,,0,Plodding Cooldown ,4
0.005,154665,topaz,sphynx,luckystripe,raisedbrow,granitegrey,royalpurple,beard,aquamarine,,1,Brisk Cooldown ,11
0.005,354952,mintgreen,sphynx,totesbasic,googly,granitegrey,swampgreen,saycheese,mauveover,,0,Brisk Cooldown ,5
0.005,569677,strawberry,laperm,luckystripe,thicccbrowz,sandalwood,scarlet,pouty,mauveover,,1,Swift Cooldown ,4
0.005,128002,strawberry,ragamuffin,totesbasic,crazy,granitegrey,coffee,tongue,salmon,,0,Plodding Cooldown ,10
0.005,571412,topaz,cymric,spock,googly,granitegrey,swampgreen,saycheese,salmon,,2,Snappy Cooldown ,8
0.005,548979,topaz,laperm,spock,crazy,granitegrey,swampgreen,gerbil,cottoncandy,,2,Snappy Cooldown ,7
0.005,550403,strawberry,birman,tiger,baddate,sandalwood,swampgreen,wuvme,mauveover,,3,Snappy Cooldown ,7
0.005,314332,strawberry,himalayan,luckystripe,simple,granitegrey,scarlet,whixtensions,salmon,,0,Brisk Cooldown ,7
0.005,207651,strawberry,munchkin,calicool,simple,granitegrey,swampgreen,happygokitty,greymatter,,0,Brisk Cooldown ,10
0.005,601060,thundergrey,ragdoll,spock,crazy,morningglory,coffee,grim,nachocheez,,1,Snappy Cooldown ,6
0.005,127506,mintgreen,himalayan,spock,thicccbrowz,granitegrey,swampgreen,pouty,greymatter,,0,Sluggish Cooldown ,4
0.005,324629,strawberry,laperm,spock,crazy,granitegrey,chocolate,saycheese,greymatter,,0,Plodding Cooldown ,17
0.005,418275,sizzurp,cymric,totesbasic,googly,kittencream,lemonade,gerbil,greymatter,,5,Snappy Cooldown ,6
0.005,281761,gold,laperm,luckystripe,raisedbrow,bloodred,lemonade,happygokitty,mauveover,,0,Brisk Cooldown ,10
0.005,310640,gold,ragamuffin,calicool,googly,kittencream,violet,soserious,cottoncandy,,0,Brisk Cooldown ,13
0.005,1068232,sapphire,bobtail,tiger,thicccbrowz,atlantis,skyblue,confuzzled,cinderella,,0,Swift Cooldown ,4
0.005,388302,chestnut,sphynx,tigerpunk,thicccbrowz,granitegrey,barkbrown,happygokitty,salmon,,1,Brisk Cooldown ,10
0.005,378769,mintgreen,ragamuffin,totesbasic,crazy,kittencream,chocolate,whixtensions,mauveover,,0,Sluggish Cooldown ,20
0.005,382583,gold,himalayan,spock,crazy,peach,chocolate,soserious,shadowgrey,,0,Plodding Cooldown ,14
0.005,279644,topaz,ragamuffin,luckystripe,raisedbrow,kittencream,swampgreen,happygokitty,orangesoda,,1,Slow Cooldown ,18
0.005,206988,mintgreen,ragamuffin,spock,crazy,bloodred,chocolate,pouty,orangesoda,,0,Plodding Cooldown ,14
0.005,150416,gold,munchkin,spock,simple,granitegrey,royalpurple,pouty,orangesoda,,0,Slow Cooldown ,15
0.005,129711,chestnut,cymric,luckystripe,raisedbrow,kittencream,chocolate,happygokitty,aquamarine,,0,Snappy Cooldown ,5
0.005,204355,gold,laperm,luckystripe,thicccbrowz,peach,violet,whixtensions,salmon,,0,Swift Cooldown ,5
0.005,548593,sizzurp,ragdoll,totesbasic,simple,kittencream,swampgreen,happygokitty,salmon,,1,Snappy Cooldown ,8
0.005,262291,strawberry,cymric,calicool,thicccbrowz,kittencream,chocolate,saycheese,shadowgrey,,0,Snappy Cooldown ,6
0.005,393236,sizzurp,himalayan,spock,raisedbrow,kittencream,royalpurple,saycheese,orangesoda,,1,Snappy Cooldown ,6
0.005,411732,limegreen,sphynx,luckystripe,crazy,kittencream,swampgreen,whixtensions,shadowgrey,,0,Swift Cooldown ,3
0.005,481566,strawberry,munchkin,totesbasic,googly,granitegrey,swampgreen,happygokitty,mauveover,,1,Plodding Cooldown ,14
0.005,276357,mintgreen,munchkin,totesbasic,crazy,granitegrey,royalpurple,beard,shadowgrey,,0,Slow Cooldown ,19
0.005,312920,mintgreen,munchkin,totesbasic,thicccbrowz,kittencream,scarlet,pouty,oldlace,,2,Plodding Cooldown ,12
0.005,212770,topaz,ragamuffin,calicool,crazy,granitegrey,royalpurple,saycheese,orangesoda,,1,Brisk Cooldown ,5
