Price,ID,Eye Colour,Fur,Pattern,Eye Shape,Accent Color,Highlight Color,Mouth,Base Color,Wild Element,Likes,Cooldown,gen
0.003,1388633,coralsunrise,munchkin,amur,asif,granitegrey,butterscotch,wasntme,orangesoda,flapflap,0,Plodding Cooldown ,14
0.003,688281,sapphire,pixiebob,totesbasic,fabulous,azaleablush,springcrocus,grim,shadowgrey,,1,Slow Cooldown ,6
0.003,990912,eclipse,selkirk,ganado,wowza,bloodred,egyptiankohl,gerbil,cinderella,,0,Brisk Cooldown ,12
0.003,904746,coralsunrise,birman,spock,slyboots,icy,royalpurple,beard,hintomint,,0,Snappy Cooldown ,9
0.003,1391639,olive,selkirk,totesbasic,wiley,icy,butterscotch,satiated,cinderella,flapflap,0,Plodding Cooldown ,5
0.003,1385519,mintgreen,chantilly,rascal,asif,purplehaze,butterscotch,satiated,cottoncandy,flapflap,1,Plodding Cooldown ,13
0.003,1389930,mintgreen,ragdoll,mittens,asif,kalahari,butterscotch,whixtensions,salmon,flapflap,1,Plodding Cooldown ,17
0.003,714586,eclipse,birman,tiger,chronic,purplehaze,lemonade,gerbil,mauveover,,2,Brisk Cooldown ,5
0.003,1048720,olive,norwegianforest,totesbasic,slyboots,purplehaze,coffee,rollercoaster,cottoncandy,,1,Snappy Cooldown ,4
0.003,1334945,thundergrey,chartreux,spock,asif,granitegrey,coffee,beard,koala,,1,Swift Cooldown ,5
0.003,1345446,mintgreen,ragdoll,amur,wiley,kalahari,skyblue,soserious,koala,,0,Snappy Cooldown ,7
0.003,1319230,cyan,selkirk,rascal,serpent,kalahari,padparadscha,confuzzled,cottoncandy,,0,Snappy Cooldown ,6
0.003,1026502,coralsunrise,koladiviya,camo,sweetmeloncakes,frosting,lemonade,pouty,cottoncandy,,0,Brisk Cooldown ,11
0.003,1249477,doridnudibranch,toyger,mittens,asif,atlantis,peppermint,gerbil,cottoncandy,,0,Sluggish Cooldown ,4
0.003,1057999,cyan,birman,totesbasic,thicccbrowz,purplehaze,egyptiankohl,grimace,bananacream,,0,Plodding Cooldown ,12
0.003,515974,strawberry,ragdoll,hotrod,slyboots,emeraldgreen,royalpurple,soserious,orangesoda,,1,Brisk Cooldown ,11
0.003,1365736,strawberry,munchkin,totesbasic,thicccbrowz,granitegrey,scarlet,whixtensions,mauveover,,0,Swift Cooldown ,4
0.003,1348648,mintgreen,selkirk,arcreactor,caffeine,purplehaze,swampgreen,wuvme,koala,,0,Snappy Cooldown ,9
0.003,904743,parakeet,birman,tiger,wonky,shale,swampgreen,happygokitty,brownies,,0,Brisk Cooldown ,12
0.003,1367036,limegreen,birman,razzledazzle,wiley,azaleablush,poisonberry,soserious,oldlace,,0,Snappy Cooldown ,6
0.003,1386133,olive,selkirk,rorschach,thicccbrowz,purplehaze,butterscotch,satiated,bananacream,,1,Snappy Cooldown ,6
0.003,1334681,mintgreen,selkirk,arcreactor,wiley,azaleablush,lilac,pouty,bananacream,,2,Plodding Cooldown ,14
0.003,522207,strawberry,ragdoll,totesbasic,crazy,granitegrey,coffee,wuvme,salmon,,1,Snappy Cooldown ,7
0.003,1003243,cyan,himalayan,totesbasic,slyboots,belleblue,lemonade,grim,aquamarine,,1,Snappy Cooldown ,8
0.003,715443,gold,ragamuffin,spangled,simple,azaleablush,lemonade,whixtensions,shadowgrey,,1,Snappy Cooldown ,5
0.003,1335787,mintgreen,selkirk,tiger,thicccbrowz,sandalwood,lemonade,beard,koala,,1,Brisk Cooldown ,11
0.003,684866,limegreen,ragdoll,camo,thicccbrowz,sandalwood,springcrocus,grim,cloudwhite,,1,Swift Cooldown ,4
0.003,1340091,sapphire,sphynx,arcreactor,wiley,frosting,swampgreen,moue,koala,,1,Plodding Cooldown ,14
0.003,1329949,thundergrey,savannah,leopard,sass,patrickstarfish,coffee,saycheese,bananacream,,0,Brisk Cooldown ,10
0.003,1198254,doridnudibranch,bobtail,tiger,caffeine,sandalwood,scarlet,wuvme,cinderella,,0,Sluggish Cooldown ,4
0.003,1274978,doridnudibranch,koladiviya,spock,swarley,granitegrey,royalpurple,grim,martian,,0,Snappy Cooldown ,6
0.003,1336677,thundergrey,selkirk,arcreactor,thicccbrowz,emeraldgreen,scarlet,wasntme,koala,,0,Plodding Cooldown ,11
0.003,1368487,cyan,sphynx,leopard,asif,peach,royalpurple,wuvme,brownies,,0,Snappy Cooldown ,8
0.003,1365700,doridnudibranch,highlander,razzledazzle,buzzed,patrickstarfish,royalpurple,rollercoaster,bananacream,,1,Plodding Cooldown ,14
0.003,1330204,olive,selkirk,totesbasic,thicccbrowz,frosting,coffee,pouty,bananacream,,1,Brisk Cooldown ,10
0.003,1343225,mintgreen,selkirk,arcreactor,swarley,sully,lilac,wasntme,cinderella,,0,Slow Cooldown ,5
0.003,1369694,thundergrey,birman,razzledazzle,thicccbrowz,periwinkle,barkbrown,rollercoaster,oldlace,,0,Snappy Cooldown ,7
0.003,858517,doridnudibranch,birman,camo,stunned,azaleablush,swampgreen,wasntme,greymatter,,0,Snappy Cooldown ,9
0.003,1209037,dahlia,selkirk,arcreactor,wiley,frosting,coffee,moue,bananacream,,1,Plodding Cooldown ,9
0.003,1344938,sizzurp,birman,totesbasic,sweetmeloncakes,morningglory,egyptiankohl,tongue,aquamarine,,0,Snappy Cooldown ,6
0.003,607563,strawberry,sphynx,luckystripe,serpent,daffodil,swampgreen,saycheese,hintomint,,1,Brisk Cooldown ,11
0.003,1328711,chestnut,siberian,amur,chronic,emeraldgreen,lemonade,grim,orangesoda,,1,Snappy Cooldown ,9
0.003,1281137,bubblegum,cymric,luckystripe,wonky,kittencream,swampgreen,dali,bananacream,,1,Sluggish Cooldown ,24
0.003,833684,cyan,birman,thunderstruck,baddate,icy,coffee,rollercoaster,mauveover,,1,Brisk Cooldown ,11
0.003,1340756,dahlia,selkirk,calicool,slyboots,icy,skyblue,happygokitty,koala,,0,Snappy Cooldown ,6
0.003,1367091,cyan,birman,calicool,wiley,purplehaze,egyptiankohl,rollercoaster,greymatter,,0,Snappy Cooldown ,8
0.003,1394555,doridnudibranch,bobtail,spangled,thicccbrowz,morningglory,swampgreen,grim,cottoncandy,,0,Brisk Cooldown ,11
0.003,1369363,sapphire,birman,razzledazzle,swarley,patrickstarfish,barkbrown,rollercoaster,oldlace,,1,Sluggish Cooldown ,22
0.003,1215003,sizzurp,bobtail,spock,wiley,sandalwood,royalpurple,moue,cottoncandy,,1,Plodding Cooldown ,8
0.003,1361443,cyan,birman,razzledazzle,baddate,patrickstarfish,royalpurple,belch,oldlace,,1,Plodding Cooldown ,6
0.003,904689,parakeet,selkirk,rascal,wiley,shale,egyptiankohl,pouty,mauveover,,0,Brisk Cooldown ,11
0.003,1174154,olive,ragdoll,spock,swarley,frosting,coffee,happygokitty,mauveover,,0,Snappy Cooldown ,6
0.003,1213197,forgetmenot,selkirk,ganado,chronic,kittencream,swampgreen,confuzzled,bananacream,,0,Brisk Cooldown ,8
0.003,1395592,coralsunrise,ragdoll,tiger,wonky,azaleablush,apricot,happygokitty,nachocheez,,0,Plodding Cooldown ,16
0.003,829971,forgetmenot,highlander,spock,wiley,sandalwood,scarlet,soserious,nachocheez,,0,Brisk Cooldown ,11
0.003,1333426,cyan,savannah,arcreactor,wonky,frosting,royalpurple,wuvme,koala,,0,Plodding Cooldown ,9
0.003,1283809,limegreen,bobtail,spock,crazy,sandalwood,chocolate,soserious,cottoncandy,,0,Swift Cooldown ,4
0.003,1359368,olive,birman,rascal,sass,morningglory,barkbrown,pouty,oldlace,,0,Snappy Cooldown ,6
0.003,1336422,parakeet,selkirk,tiger,chronic,kalahari,skyblue,rollercoaster,greymatter,,0,Swift Cooldown ,4
0.003,1335937,cyan,selkirk,mittens,chronic,kittencream,rosequartz,grim,brownies,,0,Brisk Cooldown ,11
0.003,952255,sapphire,selkirk,amur,chronic,purplehaze,poisonberry,whixtensions,cloudwhite,,0,Swift Cooldown ,5
0.003,1337167,parakeet,selkirk,leopard,asif,kalahari,lilac,pouty,mauveover,,0,Swift Cooldown ,4
0.003,1371769,limegreen,birman,rascal,thicccbrowz,sandalwood,barkbrown,soserious,cottoncandy,,0,Snappy Cooldown ,9
0.003,1324060,pinefresh,savannah,rascal,slyboots,purplehaze,swampgreen,confuzzled,shadowgrey,,1,Snappy Cooldown ,7
0.003,1206603,olive,siberian,amur,asif,frosting,lemonade,whixtensions,brownies,,2,Snappy Cooldown ,6
0.003,1354215,cyan,selkirk,spock,otaku,purplehaze,rosequartz,confuzzled,koala,,0,Plodding Cooldown ,14
0.003,1250767,sapphire,sphynx,tiger,serpent,purplehaze,coffee,wuvme,verdigris,,0,Snappy Cooldown ,7
0.003,1292126,limegreen,mainecoon,mittens,thicccbrowz,cashewmilk,scarlet,tongue,nachocheez,,0,Snappy Cooldown ,6
0.003,1386820,bubblegum,munchkin,allyouneed,slyboots,morningglory,butterscotch,happygokitty,orangesoda,flapflap,0,Slow Cooldown ,12
0.003,1279716,thundergrey,himalayan,luckystripe,simple,granitegrey,poisonberry,wuvme,mauveover,,0,Snappy Cooldown ,8
0.003,1347570,limegreen,sphynx,arcreactor,serpent,kalahari,coffee,soserious,koala,,0,Snappy Cooldown ,7
0.003,1059381,thundergrey,norwegianforest,totesbasic,chronic,periwinkle,poisonberry,soserious,orangesoda,,0,Brisk Cooldown ,13
0.003,1361805,thundergrey,birman,amur,slyboots,icy,swampgreen,soserious,oldlace,,0,Swift Cooldown ,4
0.003,1256740,sizzurp,toyger,thunderstruck,slyboots,azaleablush,peppermint,soserious,martian,,0,Sluggish Cooldown ,5
0.003,1346284,topaz,selkirk,tiger,swarley,sully,barkbrown,grim,koala,,0,Snappy Cooldown ,6
0.003,1338111,strawberry,selkirk,amur,chronic,frosting,coffee,pouty,brownies,,0,Swift Cooldown ,5
0.003,1391755,twilightsparkle,manul,allyouneed,asif,purplehaze,butterscotch,soserious,bananacream,flapflap,0,Brisk Cooldown ,10
0.003,725937,gold,pixiebob,luckystripe,stunned,azaleablush,lemonade,wuvme,mauveover,,1,Brisk Cooldown ,5
0.003,1347911,mintgreen,selkirk,totesbasic,swarley,sully,lilac,happygokitty,cinderella,,0,Snappy Cooldown ,6
0.003,1334247,chestnut,selkirk,arcreactor,raisedbrow,sully,lilac,impish,bananacream,,1,Sluggish Cooldown ,13
0.003,1338007,mintgreen,selkirk,leopard,chronic,bloodred,swampgreen,belch,tundra,,1,Swift Cooldown ,4
0.003,1337735,topaz,selkirk,arcreactor,swarley,purplehaze,lilac,pouty,koala,,0,Slow Cooldown ,4
0.003,1223818,olive,lynx,tiger,thicccbrowz,cashewmilk,chocolate,grim,cottoncandy,,1,Swift Cooldown ,5
0.003,1372878,thundergrey,selkirk,razzledazzle,stunned,sandalwood,apricot,rollercoaster,oldlace,,0,Snappy Cooldown ,8
0.003,1380570,sapphire,ragdoll,rascal,asif,sandalwood,butterscotch,confuzzled,nachocheez,,0,Snappy Cooldown ,4
0.003,1167958,thundergrey,birman,spock,slyboots,icy,egyptiankohl,grimace,mauveover,,0,Plodding Cooldown ,8
0.003,1356175,gold,himalayan,ganado,stunned,morningglory,padparadscha,whixtensions,greymatter,,0,Swift Cooldown ,5
0.003,1297919,cyan,savannah,luckystripe,serpent,morningglory,swampgreen,pouty,salmon,,1,Swift Cooldown ,5
0.003,1220094,cyan,ragdoll,totesbasic,wiley,frosting,coffee,rollercoaster,greymatter,,3,Swift Cooldown ,5
0.003,1347470,mintgreen,norwegianforest,totesbasic,wiley,sully,scarlet,wuvme,koala,,0,Snappy Cooldown ,7
0.003,1363031,forgetmenot,selkirk,spangled,simple,sandalwood,lilac,beard,oldlace,,0,Swift Cooldown ,5
0.003,1389973,cyan,siberian,allyouneed,slyboots,frosting,butterscotch,whixtensions,greymatter,flapflap,0,Snappy Cooldown ,6
0.003,1370853,forgetmenot,ragdoll,razzledazzle,thicccbrowz,azaleablush,poisonberry,rollercoaster,hintomint,,0,Swift Cooldown ,5
0.003,1340696,sapphire,selkirk,arcreactor,slyboots,kittencream,springcrocus,impish,greymatter,,1,Snappy Cooldown ,6
0.003,1345393,topaz,selkirk,calicool,thicccbrowz,kalahari,barkbrown,wuvme,koala,,0,Snappy Cooldown ,7
0.003,1325610,cyan,himalayan,spock,slyboots,icy,poisonberry,wuvme,nachocheez,,0,Snappy Cooldown ,6
0.003,1340537,topaz,selkirk,amur,wonky,seafoam,coffee,gerbil,koala,,0,Swift Cooldown ,4
0.003,1362379,sapphire,ragdoll,tiger,serpent,sandalwood,royalpurple,happygokitty,brownies,,0,Swift Cooldown ,4
0.003,1368039,topaz,ragamuffin,highsociety,wingtips,granitegrey,royalpurple,fangtastic,harbourfog,,0,Brisk Cooldown ,13
0.003,1373629,dahlia,chantilly,amur,crazy,emeraldgreen,coffee,rollercoaster,oldlace,,1,Snappy Cooldown ,9
0.003,1338076,topaz,chartreux,spock,wonky,kalahari,egyptiankohl,beard,koala,,1,Swift Cooldown ,5
0.003,1344358,doridnudibranch,selkirk,arcreactor,thicccbrowz,kalahari,barkbrown,happygokitty,koala,,0,Sluggish Cooldown ,5
0.003,1338737,chestnut,selkirk,rorschach,thicccbrowz,belleblue,royalpurple,soserious,cinderella,,0,Snappy Cooldown ,8
0.003,1338414,sapphire,selkirk,arcreactor,caffeine,kittencream,poisonberry,happygokitty,koala,,1,Sluggish Cooldown ,5
0.003,1345384,limegreen,selkirk,arcreactor,chronic,belleblue,barkbrown,happygokitty,greymatter,,0,Snappy Cooldown ,7
0.003,1389067,thundergrey,selkirk,rascal,asif,emeraldgreen,butterscotch,satiated,mauveover,,0,Snappy Cooldown ,7
0.003,1330884,chestnut,selkirk,luckystripe,chronic,azaleablush,lemonade,grim,bananacream,,0,Brisk Cooldown ,8
0.003,1335266,parakeet,bobtail,leopard,thicccbrowz,belleblue,lemonade,happygokitty,salmon,,1,Plodding Cooldown ,16
0.003,1336754,coralsunrise,selkirk,arcreactor,thicccbrowz,icy,swampgreen,gerbil,greymatter,,1,Brisk Cooldown ,10
0.003,1384366,chestnut,bobtail,ganado,asif,purplehaze,butterscotch,confuzzled,greymatter,,1,Snappy Cooldown ,7
0.003,1340815,topaz,selkirk,tiger,swarley,sandalwood,barkbrown,grim,koala,,0,Swift Cooldown ,5
0.003,1362052,chestnut,birman,amur,asif,azaleablush,swampgreen,whixtensions,bananacream,,0,Swift Cooldown ,4
0.003,1351526,bubblegum,ragdoll,amur,raisedbrow,bloodred,wolfgrey,pouty,bananacream,,0,Brisk Cooldown ,11
0.003,1366437,doridnudibranch,pixiebob,ganado,buzzed,sandalwood,springcrocus,rollercoaster,oldlace,,0,Slow Cooldown ,9
0.003,1218998,cyan,cymric,amur,slyboots,morningglory,lemonade,happygokitty,tundra,,3,Snappy Cooldown ,5
0.003,1354037,thundergrey,himalayan,rascal,slyboots,patrickstarfish,springcrocus,fangtastic,greymatter,,0,Brisk Cooldown ,13
0.003,1364233,cyan,birman,razzledazzle,buzzed,sandalwood,barkbrown,rollercoaster,cottoncandy,,0,Plodding Cooldown ,6
0.003,1343658,sapphire,selkirk,arcreactor,asif,azaleablush,lemonade,beard,greymatter,,1,Snappy Cooldown ,6
0.003,1231904,coralsunrise,koladiviya,calicool,sweetmeloncakes,shale,coffee,wuvme,cottoncandy,,0,Swift Cooldown ,5
0.003,1337592,olive,chartreux,arcreactor,serpent,belleblue,scarlet,soserious,shadowgrey,,2,Swift Cooldown ,5
0.003,1324314,sapphire,pixiebob,luckystripe,wonky,morningglory,lilac,grim,greymatter,,1,Brisk Cooldown ,10
0.003,1318072,topaz,selkirk,totesbasic,sweetmeloncakes,shale,coffee,grimace,orangesoda,,1,Swift Cooldown ,5
0.003,1336140,bubblegum,siberian,spangled,simple,frosting,barkbrown,pouty,salmon,,1,Swift Cooldown ,4
0.003,1053188,doridnudibranch,ragamuffin,luckystripe,sass,purplehaze,royalpurple,wuvme,greymatter,,1,Swift Cooldown ,4
0.003,1318087,chestnut,birman,rorschach,wonky,granitegrey,poisonberry,delite,cottoncandy,,2,Slow Cooldown ,18
0.003,1263683,olive,toyger,rorschach,swarley,shale,lemonade,happygokitty,martian,,0,Slow Cooldown ,5
0.003,1342411,topaz,selkirk,tiger,swarley,kalahari,barkbrown,wuvme,koala,,0,Swift Cooldown ,5
0.003,1340398,topaz,koladiviya,luckystripe,slyboots,sandalwood,lilac,soserious,koala,,1,Swift Cooldown ,4
0.003,1340763,coralsunrise,selkirk,spock,crazy,granitegrey,swampgreen,whixtensions,koala,,1,Brisk Cooldown ,13
0.003,1348023,olive,selkirk,arcreactor,crazy,kittencream,royalpurple,soserious,koala,,1,Slow Cooldown ,5
0.003,1379532,gold,ragdoll,totesbasic,googly,sandalwood,violet,whixtensions,salmon,,0,Snappy Cooldown ,7
0.003,1345754,topaz,selkirk,arcreactor,chronic,kalahari,royalpurple,wuvme,koala,,0,Snappy Cooldown ,7
0.003,1389160,mintgreen,bobtail,rascal,asif,kalahari,padparadscha,satiated,shadowgrey,flapflap,1,Brisk Cooldown ,13
0.003,1311685,mintgreen,koladiviya,mittens,wiley,sandalwood,scarlet,confuzzled,cottoncandy,,0,Snappy Cooldown ,6
0.003,1389251,mintgreen,birman,allyouneed,asif,sandalwood,butterscotch,satiated,bananacream,,0,Plodding Cooldown ,15
0.003,1339613,doridnudibranch,selkirk,spangled,crazy,seafoam,egyptiankohl,wuvme,koala,,0,Swift Cooldown ,4
0.003,1366969,pumpkin,munchkin,tiger,wiley,belleblue,royalpurple,rollercoaster,cottoncandy,,0,Snappy Cooldown ,7
0.003,1345911,thundergrey,norwegianforest,arcreactor,swarley,kalahari,coffee,pouty,greymatter,,0,Snappy Cooldown ,6
0.003,730949,cyan,birman,rascal,simple,belleblue,swampgreen,grim,cinderella,,1,Snappy Cooldown ,6
0.003,1359918,olive,birman,rascal,sass,sandalwood,barkbrown,pouty,cinderella,,0,Snappy Cooldown ,6
0.003,1373671,cyan,birman,razzledazzle,buzzed,frosting,barkbrown,rollercoaster,greymatter,,0,Brisk Cooldown ,10
0.003,1364428,parakeet,koladiviya,razzledazzle,thicccbrowz,icy,lilac,rollercoaster,nachocheez,,0,Snappy Cooldown ,7
0.003,1336082,pinefresh,ragdoll,arcreactor,chronic,sully,lemonade,confuzzled,koala,,1,Brisk Cooldown ,8
0.003,702203,sapphire,savannah,amur,googly,belleblue,coffee,soserious,oldlace,,3,Plodding Cooldown ,6
0.003,1311851,strawberry,cymric,amur,asif,kalahari,coffee,wuvme,bananacream,,0,Snappy Cooldown ,6
0.003,1340568,topaz,manul,tiger,wiley,sully,lemonade,wuvme,aquamarine,,0,Swift Cooldown ,5
0.003,1336312,chestnut,ragdoll,rorschach,wonky,sully,coffee,happygokitty,salmon,,0,Plodding Cooldown ,15
0.003,1345838,limegreen,selkirk,amur,swarley,sully,swampgreen,wasntme,koala,,0,Brisk Cooldown ,7
0.003,686200,limegreen,ragdoll,camo,chronic,sandalwood,springcrocus,grim,shadowgrey,,2,Swift Cooldown ,4
0.003,1345715,topaz,selkirk,arcreactor,thicccbrowz,sandalwood,barkbrown,grim,koala,,0,Plodding Cooldown ,5
0.003,1338149,dahlia,selkirk,amur,crazy,seafoam,coffee,wuvme,mauveover,,0,Swift Cooldown ,4
0.003,1388206,cyan,selkirk,amur,crazy,cashewmilk,butterscotch,satiated,nachocheez,flapflap,0,Brisk Cooldown ,11
0.003,1321539,thundergrey,ragamuffin,mittens,wiley,belleblue,egyptiankohl,happygokitty,hotcocoa,,1,Snappy Cooldown ,9
0.003,1300531,sizzurp,selkirk,leopard,thicccbrowz,bloodred,apricot,belch,tundra,,1,Swift Cooldown ,4
0.003,1339835,mintgreen,selkirk,amur,thicccbrowz,purplehaze,coffee,pouty,greymatter,,0,Swift Cooldown ,5
0.003,1388583,olive,munchkin,allyouneed,stunned,sandalwood,butterscotch,soserious,bananacream,flapflap,0,Plodding Cooldown ,16
0.003,1365804,parakeet,koladiviya,razzledazzle,thicccbrowz,icy,apricot,belch,bananacream,,0,Snappy Cooldown ,7
0.003,1347824,mintgreen,bobtail,arcreactor,googly,purplehaze,coffee,wasntme,cottoncandy,,0,Snappy Cooldown ,9
0.003,722226,sizzurp,bobtail,tiger,sass,azaleablush,lemonade,whixtensions,cloudwhite,,1,Snappy Cooldown ,5
0.003,1293507,cyan,ragdoll,amur,caffeine,kalahari,lemonade,pouty,cottoncandy,,0,Snappy Cooldown ,4
0.003,1347432,topaz,norwegianforest,amur,thicccbrowz,icy,coffee,wuvme,greymatter,,0,Snappy Cooldown ,6
0.003,1311317,thundergrey,koladiviya,amur,thicccbrowz,granitegrey,padparadscha,wasntme,mauveover,,0,Snappy Cooldown ,6
0.003,1360281,thundergrey,ragdoll,spangled,wiley,azaleablush,safetyvest,happygokitty,bananacream,,0,Swift Cooldown ,4
0.003,1371001,cyan,birman,razzledazzle,stunned,icy,egyptiankohl,rollercoaster,bananacream,,0,Snappy Cooldown ,8
0.003,1364302,parakeet,birman,amur,slyboots,belleblue,lilac,soserious,oldlace,,0,Snappy Cooldown ,6
0.003,1384120,cyan,bobtail,spock,swarley,purplehaze,lemonade,soserious,oldlace,flapflap,0,Snappy Cooldown ,7
0.003,1345135,mintgreen,selkirk,arcreactor,thicccbrowz,kalahari,coffee,pouty,koala,,0,Slow Cooldown ,6
0.003,1342118,mintgreen,ragdoll,amur,caffeine,belleblue,swampgreen,confuzzled,shadowgrey,,1,Swift Cooldown ,4
0.003,1305413,chestnut,selkirk,tiger,raisedbrow,bloodred,coffee,happygokitty,greymatter,,1,Sluggish Cooldown ,2
0.003,1337593,olive,selkirk,luckystripe,swarley,kittencream,royalpurple,soserious,koala,,2,Swift Cooldown ,4
0.003,1008863,forgetmenot,bobtail,spangled,buzzed,sandalwood,lemonade,wuvme,nachocheez,daemonhorns,0,Slow Cooldown ,14
0.003,1387411,cyan,bobtail,mittens,crazy,granitegrey,butterscotch,satiated,bananacream,flapflap,1,Plodding Cooldown ,13
0.003,525352,twilightsparkle,sphynx,totesbasic,googly,morningglory,royalpurple,grim,oldlace,,2,Plodding Cooldown ,17
0.003,1345917,mintgreen,bobtail,arcreactor,wiley,kalahari,swampgreen,wuvme,bananacream,,0,Snappy Cooldown ,8
0.003,986186,coralsunrise,savannah,totesbasic,swarley,kittencream,scarlet,belch,cinderella,,1,Plodding Cooldown ,14
0.003,1342064,topaz,pixiebob,amur,slyboots,seafoam,coffee,impish,bananacream,,0,Swift Cooldown ,4
0.003,1350665,sapphire,birman,arcreactor,slyboots,kittencream,springcrocus,beard,koala,,1,Snappy Cooldown ,6
0.003,1293110,doridnudibranch,siberian,rascal,thicccbrowz,kalahari,lemonade,wuvme,greymatter,,0,Swift Cooldown ,5
0.003,1345778,mintgreen,selkirk,amur,swarley,belleblue,lilac,happygokitty,koala,,0,Snappy Cooldown ,7
0.003,1329714,sizzurp,selkirk,totesbasic,sweetmeloncakes,icy,egyptiankohl,tongue,aquamarine,,1,Brisk Cooldown ,5
0.003,1334983,thundergrey,selkirk,tiger,wiley,sandalwood,lilac,rollercoaster,cottoncandy,,0,Swift Cooldown ,4
0.003,1253748,cyan,selkirk,mittens,crazy,frosting,lemonade,pouty,martian,,1,Sluggish Cooldown ,9
0.003,1331321,eclipse,selkirk,tiger,caffeine,frosting,lemonade,pouty,cottoncandy,,0,Snappy Cooldown ,9
0.003,517809,strawberry,sphynx,amur,thicccbrowz,emeraldgreen,lemonade,whixtensions,mauveover,,5,Swift Cooldown ,4
0.003,1157514,sapphire,chantilly,rorschach,wonky,purplehaze,swampgreen,soserious,greymatter,,2,Swift Cooldown ,4
0.003,1302341,sizzurp,cymric,calicool,crazy,sandalwood,royalblue,pouty,aquamarine,,0,Snappy Cooldown ,7
0.003,1343141,dahlia,birman,arcreactor,slyboots,azaleablush,lemonade,grim,koala,,0,Brisk Cooldown ,11
0.003,1333617,doridnudibranch,ragdoll,ganado,googly,seafoam,lemonade,pouty,koala,,0,Brisk Cooldown ,11
0.003,1279381,dahlia,siberian,totesbasic,chronic,kalahari,royalpurple,happygokitty,cottoncandy,,1,Snappy Cooldown ,7
0.003,1381073,doridnudibranch,munchkin,amur,asif,granitegrey,coffee,satiated,oldlace,flapflap,1,Slow Cooldown ,7
0.003,1364424,chestnut,selkirk,tiger,slyboots,periwinkle,butterscotch,soserious,cottoncandy,,1,Brisk Cooldown ,11
0.003,1309366,sizzurp,savannah,ganado,chronic,frosting,coffee,rollercoaster,aquamarine,,2,Snappy Cooldown ,9
0.003,1342097,doridnudibranch,selkirk,amur,chronic,seafoam,egyptiankohl,wuvme,mauveover,,0,Swift Cooldown ,4
0.003,719737,sapphire,selkirk,luckystripe,raisedbrow,azaleablush,swampgreen,yokel,mauveover,,1,Snappy Cooldown ,9
0.003,1210685,doridnudibranch,savannah,spock,raisedbrow,belleblue,swampgreen,confuzzled,tundra,,4,Swift Cooldown ,4
0.003,1332565,sapphire,selkirk,arcreactor,asif,frosting,swampgreen,rollercoaster,mauveover,,0,Plodding Cooldown ,12
0.003,1357098,babypuke,cymric,luckystripe,crazy,kittencream,royalpurple,pouty,salmon,,1,Brisk Cooldown ,10
0.003,1384756,mintgreen,koladiviya,luckystripe,asif,cashewmilk,butterscotch,pouty,bananacream,,0,Swift Cooldown ,4
0.003,1349578,mintgreen,selkirk,arcreactor,swarley,sully,swampgreen,wasntme,greymatter,,0,Snappy Cooldown ,8
0.003,1329575,forgetmenot,selkirk,tiger,slyboots,frosting,lemonade,gerbil,mauveover,,0,Brisk Cooldown ,9
0.003,1331257,forgetmenot,selkirk,tiger,slyboots,azaleablush,lemonade,gerbil,mauveover,,0,Brisk Cooldown ,10
0.003,1337215,mintgreen,selkirk,arcreactor,swarley,purplehaze,swampgreen,pouty,koala,,0,Slow Cooldown ,4
0.003,1336136,topaz,selkirk,arcreactor,caffeine,belleblue,scarlet,pouty,harbourfog,,3,Brisk Cooldown ,11
0.003,1299583,gold,ragdoll,amur,asif,kittencream,swampgreen,saycheese,cottoncandy,,1,Swift Cooldown ,4
0.003,1363885,chestnut,birman,leopard,thicccbrowz,azaleablush,barkbrown,whixtensions,greymatter,,0,Snappy Cooldown ,6
0.0031,1275645,doridnudibranch,savannah,ganado,wiley,azaleablush,lilac,yokel,cinderella,,0,Snappy Cooldown ,6
0.0031,1269457,sapphire,lynx,totesbasic,wiley,cashewmilk,royalpurple,confuzzled,nachocheez,,0,Brisk Cooldown ,12
0.0032,1302339,topaz,munchkin,amur,serpent,granitegrey,lemonade,tongue,aquamarine,,0,Snappy Cooldown ,7
0.0032,1337843,sizzurp,selkirk,arcreactor,swarley,sandalwood,royalpurple,happygokitty,shadowgrey,,0,Snappy Cooldown ,8
0.0032,1270201,sapphire,koladiviya,tiger,thicccbrowz,cashewmilk,egyptiankohl,soserious,hintomint,,1,Snappy Cooldown ,8
0.0032,459193,mintgreen,munchkin,amur,serpent,kittencream,chocolate,saycheese,hintomint,,1,Slow Cooldown ,4
0.0032,1254851,sizzurp,munchkin,totesbasic,thicccbrowz,purplehaze,apricot,whixtensions,greymatter,,0,Snappy Cooldown ,7
0.0032,913250,cyan,pixiebob,dippedcone,simple,bloodred,royalpurple,beard,greymatter,,0,Brisk Cooldown ,10
0.0032,1254649,dahlia,munchkin,tiger,thicccbrowz,icy,peppermint,gerbil,bananacream,,0,Snappy Cooldown ,7
0.0033,1307665,mintgreen,savannah,mittens,chronic,cashewmilk,barkbrown,fangtastic,greymatter,,2,Brisk Cooldown ,12
0.0033,1131468,olive,koladiviya,ganado,chameleon,kalahari,skyblue,happygokitty,cottoncandy,,0,Snappy Cooldown ,9
0.0033,1291707,dahlia,pixiebob,spock,stunned,icy,apricot,gerbil,bananacream,,0,Swift Cooldown ,5
